Frase,Autor,Categoría,unknown,unknown,unknown,unknown,unknown
"El alma que hablar puede con los ojos, también puede besar con la mirada.",Gustavo Adolfo Bécquer (1836-1870) Poeta español.,SENTIMIENTOS / AMOR / BESOS,,,,,
Amistad que acaba no había comenzado.,Publio Siro (Siglo I AC-?) Poeta dramático romano.,SENTIMIENTOS / AMISTAD,,,,,
"El futuro tiene muchos nombres. Para los débiles es lo inalcanzable. Para los temerosos, lo desconocido. Para los valientes es la oportunidad.",Victor Hugo (1802-1885) Novelista francés.,TIEMPO / FUTURO,,,,,
"La felicidad es interior, no exterior; por lo tanto, no depende de lo que tenemos, sino de lo que somos.",Henry Van Dyke (1852-1933) Escritor estadounidense.,SENTIMIENTOS / FELICIDAD,,,,,
"El ignorante afirma, el sabio duda y reflexiona.",Aristóteles (384 AC-322 AC) Filósofo griego.,CUALIDADES / SABIDURÍA / SABIO,,,,,
"Hay que escuchar a la cabeza, pero dejar hablar al corazón.",Marguerite Yourcenar (1903-1987) Escritora francesa.,SENTIMIENTOS / AMOR / CORAZÓN,,,,,
"En el corazón de todos los inviernos vive una primavera palpitante, y detrás de cada noche, viene una aurora sonriente.","Khalil Gibran (1883-1931) Ensayista, novelista y poeta libanés.",SENTIMIENTOS / ESPERANZA,,,,,
Quien no comprende una mirada tampoco comprenderá una larga explicación.,Proverbio árabe,CUALIDADES / COMPRENSIÓN,,,,,
"Cuando quieres realmente una cosa, todo el Universo conspira para ayudarte a conseguirla.",Paulo Coelho (1947-?) Escritor brasileño.,SENTIMIENTOS / QUERER,,,,,
La paciencia es un árbol de raíz amarga pero de frutos muy dulces.,Proverbio persa,CUALIDADES / PACIENCIA,,,,,
Puede uno amar sin ser feliz; puede uno ser feliz sin amar; pero amar y ser feliz es algo prodigioso.,Honoré de Balzac (1799-1850) Escritor francés.,SENTIMIENTOS / AMOR / AMAR,,,,,
"Si te caes siete veces, levántate ocho.",Proverbio chino,CUALIDADES / PERSEVERANCIA,,,,,
Sólo una cosa vuelve un sueño imposible: el miedo a fracasar.,Paulo Coelho (1947-?) Escritor brasileño.,SENTIMIENTOS / MIEDO,,,,,
"El que es celoso, no es nunca celoso por lo que ve; con lo que se imagina basta.",Jacinto Benavente (1866-1954) Dramaturgo español.,SENTIMIENTOS / CELOS,,,,,
Quien bien te quiere te hará llorar.,Refrán,SENTIMIENTOS / AMOR,,,,,
"Al primer amor se le quiere más, a los otros se les quiere mejor.",Antoine de Saint-Exupéry (1900-1944) Escritor francés.,SENTIMIENTOS / AMOR / PRIMER AMOR,,,,,
"Duda que sean fuego las estrellas, duda que el sol se mueva, duda que la verdad sea mentira, pero no dudes jamás de que te amo.",William Shakespeare (1564-1616) Escritor británico.,SENTIMIENTOS / AMOR,,,,,
Las grandes almas tienen voluntades; las débiles tan solo deseos.,Proverbio chino,CUALIDADES / GRANDEZA,,,,,
"Ama como puedas, ama a quien puedas, ama todo lo que puedas. No te preocupes de la finalidad de tu amor.","Amado Nervo (1870-1919) Poeta, novelista y ensayista mexicano.",SENTIMIENTOS / AMOR / AMAR,,,,,
"Cuando se habla de estar enamorado como un loco se exagera; en general, se está enamorado como un tonto.",Noel Clarasó (1899-1985) Escritor español.,SENTIMIENTOS / AMOR / ENAMORARSE,,,,,
"No existe el amor, sino las pruebas de amor, y la prueba de amor a aquel que amamos es dejarlo vivir libremente.",Anónimo,SENTIMIENTOS / AMOR,,,,,
El verdadero amigo es aquél que está a tu lado cuando preferiría estar en otra parte.,Len Wein,SENTIMIENTOS / AMISTAD / AMIGOS,,,,,
"Nunca consideres el estudio como una obligación, sino como una oportunidad para penetrar en el bello y maravilloso mundo del saber.",Albert Einstein (1879-1955) Científico alemán nacionalizado estadounidense.,SOCIEDAD / EDUCACIÓN / ESTUDIOS,,,,,
Siembra un acto y cosecharás un hábito. Siembra un hábito y cosecharás un carácter. Siembra un carácter y cosecharás un destino.,Charles Reade (1814-1884) Escritor inglés.,MISCELÁNEA / DESTINO,,,,,
El verdadero amor no es otra cosa que el deseo inevitable de ayudar al otro para que sea quien es.,Jorge Bucay (1949-?) Escritor y psicoterapeuta argentino.,SENTIMIENTOS / AMOR,,,,,
Amigos son aquellos extraños seres que nos preguntan como estamos y se esperan a oír la contestación.,Ed Cunningham,SENTIMIENTOS / AMISTAD / AMIGOS,,,,,
"Si buscas resultados distintos, no hagas siempre lo mismo.",Albert Einstein (1879-1955) Científico alemán nacionalizado estadounidense.,MISCELÁNEA / RESULTADOS,,,,,
"Lo malo del amigo es que nos dice las cosas desagradables a la cara; el enemigo las dice a nuestras espaldas y como no nos enteramos, nada ocurre.",Alfred de Musset (1810-1857) Poeta francés.,SENTIMIENTOS / AMISTAD / AMIGOS,,,,,
"Los amigos son como la sangre, cuando se está herido acuden sin que se los llame.",Anónimo,SENTIMIENTOS / AMISTAD / AMIGOS,,,,,
"La mujer perdona las infidelidades, pero no las olvida. El hombre olvida las infidelidades, pero no las perdona.",Severo Catalina (1832-1871) Periodista y escritor español.,SENTIMIENTOS / AMOR / INFIDELIDAD,,,,,
"Un hombre de noble corazón irá muy lejos, guiado por la palabra gentil de una mujer.",Goethe (1749-1832) Poeta y dramaturgo alemán.,SENTIMIENTOS / AMOR / CORAZÓN,,,,,
"Al final, lo que importa no son los años de vida, sino la vida de los años.",Abraham Lincoln (1808-1865) Político estadounidense.,NATURALEZA / VIDA,,,,,
"La memoria del corazón elimina los malos recuerdos y magnifica los buenos, y gracias a ese artificio, logramos sobrellevar el pasado.",Gabriel García Márquez (1927-2014) Escritor colombiano.,TIEMPO / PASADO,,,,,
"Un corazón es una riqueza que no se vende ni se compra, pero que se regala.",Gustave Flaubert (1821-1880) Escritor francés.,SENTIMIENTOS / AMOR / CORAZÓN,,,,,
"No que me hayas mentido, que ya no pueda creerte, eso me aterra.",Friedrich Nietzsche (1844-1900) Filosofo alemán.,PENSAMIENTO Y RAZÓN / MENTIRAS,,,,,
El que no tiene celos no está enamorado.,San Agustín (354-430) Obispo y filósofo.,SENTIMIENTOS / CELOS,,,,,
"Tómate tiempo en escoger un amigo, pero sé más lento aún en cambiarlo.",Benjamin Franklin (1706-1790) Estadista y científico estadounidense.,SENTIMIENTOS / AMISTAD / AMIGOS,,,,,
¿Qué cosa más grande que tener a alguien con quien te atrevas a hablar como contigo mismo?,"Cicerón (106 AC-43 AC) Escritor, orador y político romano.",SENTIMIENTOS / AMISTAD,,,,,
"No basta saber, se debe también aplicar. No es suficiente querer, se debe también hacer.",Goethe (1749-1832) Poeta y dramaturgo alemán.,CUALIDADES / SABIDURÍA,,,,,
"La vida es muy peligrosa. No por las personas que hacen el mal, sino por las que se sientan a ver lo que pasa.",Albert Einstein (1879-1955) Científico alemán nacionalizado estadounidense.,NATURALEZA / VIDA,,,,,
"La memoria es como el mal amigo; cuando más falta te hace, te falla.",Refrán,PENSAMIENTO Y RAZÓN / MEMORIA,,,,,
Exígete mucho a ti mismo y espera poco de los demás. Así te ahorrarás disgustos.,Confucio (551 AC-478 AC) Filósofo chino.,CUALIDADES / EXIGENCIA,,,,,
Hay dos cosas infinitas: el Universo y la estupidez humana. Y del Universo no estoy seguro.,Albert Einstein (1879-1955) Científico alemán nacionalizado estadounidense.,DEFECTOS / ESTUPIDEZ,,,,,
"Amor, cuántos caminos hasta llegar a un beso, ¡qué soledad errante hasta tu compañía!",Pablo Neruda (1904-1973) Poeta chileno.,SENTIMIENTOS / SOLEDAD,,,,,
"Antes de poner en duda el buen juicio de tu mujer, fíjate con quien se ha casado ella.",Proverbio egipcio,SOCIEDAD / MATRIMONIO,,,,,
"Los hombres engañan más que las mujeres; las mujeres, mejor.",Joaquín Sabina (1949-?) Cantautor y poeta español.,SENTIMIENTOS / AMOR / INFIDELIDAD,,,,,
La verdad se corrompe tanto con la mentira como con el silencio.,"Cicerón (106 AC-43 AC) Escritor, orador y político romano.",PENSAMIENTO Y RAZÓN / VERDAD,,,,,
"Vivir no es sólo existir,","sino existir y crear,",saber gozar y sufrir,y no dormir sin soñar.,"Descansar, es empezar a morir.",Gregorio Marañón (1887-1960) Médico y escritor español.,NATURALEZA / VIDA,
"Besos que vienen riendo, luego llorando se van, y en ellos se va la vida, que nunca más volverá.",Miguel de Unamuno (1864-1936) Filósofo y escritor español.,SENTIMIENTOS / AMOR / BESOS,,,,,
"En la vida no hay premios ni castigos, sino consecuencias.",Robert Green Ingersoll (1833-1899) Politico y orador norteamericano.,MISCELÁNEA / CONSECUENCIAS,,,,,
El verdadero secreto de la felicidad consiste en exigir mucho de sí mismo y muy poco de los otros.,Albert Guinon (1863-1923) Dramaturgo francés.,SENTIMIENTOS / FELICIDAD,,,,,
La vida es aquello que te va sucediendo mientras te empeñas en hacer otros planes.,John Lennon (1940-1980) Cantante y compositor británico.,NATURALEZA / VIDA,,,,,
No hay que confundir nunca el conocimiento con la sabiduría. El primero nos sirve para ganarnos la vida; la sabiduría nos ayuda a vivir.,Sorcha Carey (1943-?) Profesora de arte clásico inglés.,CUALIDADES / SABIDURÍA,,,,,
"A veces podemos pasarnos años sin vivir en absoluto, y de pronto toda nuestra vida se concentra en un solo instante.",Oscar Wilde (1854-1900) Dramaturgo y novelista irlandés.,NATURALEZA / VIDA,,,,,
El mundo entero se aparta cuando ve pasar a un hombre que sabe adónde va.,Antoine de Saint-Exupéry (1900-1944) Escritor francés.,PENSAMIENTO Y RAZÓN / DECISIONES,,,,,
No existe nada más interesante que la conversación de dos amantes que permanecen callados.,Achile Tournier (1847-1906) Escritor francés,SENTIMIENTOS / AMOR / AMANTES,,,,,
"Estar preparado es importante, saber esperar lo es aún más, pero aprovechar el momento adecuado es la clave de la vida.",Arthur Schnitzler (1862-1931) Dramaturgo austríaco.,NATURALEZA / VIDA,,,,,
"Si no recuerdas la más ligera locura en que el amor te hizo caer, no has amado.",William Shakespeare (1564-1616) Escritor británico.,SENTIMIENTOS / AMOR / AMAR,,,,,
Las cadenas de la esclavitud solamente atan las manos: es la mente lo que hace al hombre libre o esclavo.,Franz Grillparzer (1791-1872) Dramaturgo austriaco.,SOCIEDAD / LIBERTAD,,,,,
Lo que sabemos es una gota de agua; lo que ignoramos es el océano.,Isaac Newton (1642-1727) Matemático y físico británico.,CUALIDADES / SABIDURÍA,,,,,
"Es duro, es doloroso, no ser amado cuando se ama todavía, pero es bastante más duro ser todavía amado cuando ya no se ama.",Benjamin Constant (1767-1830) Escritor y político francés.,SENTIMIENTOS / AMOR / AMAR,,,,,
Comienza a manifestarse la madurez cuando sentimos que nuestra preocupación es mayor por los demás que por nosotros mismos.,Albert Einstein (1879-1955) Científico alemán nacionalizado estadounidense.,CUALIDADES / MADUREZ,,,,,
"A veces sentimos que lo que hacemos es tan solo una gota en el mar, pero el mar sería menos si le faltara una gota.",Madre Teresa de Calcuta (1910-1997) Misionera de origen albanés naturalizada india,NATURALEZA / SER HUMANO / HACER,,,,,
"Si supiera que el mundo se acaba mañana, yo, hoy todavía, plantaría un árbol.",Martin Luther King (1929-1968) Religioso estadounidense.,SENTIMIENTOS / ESPERANZA,,,,,
Los hombres que no perdonan a las mujeres sus pequeños defectos jamás disfrutarán de sus grandes virtudes.,"Khalil Gibran (1883-1931) Ensayista, novelista y poeta libanés.",NATURALEZA / SER HUMANO / PERDONAR,,,,,
"La decisión del primer beso es la más crucial en cualquier historia de amor, porque contiene dentro de sí la rendición.",Emil Ludwig (1881-1949) Escritor alemán.,SENTIMIENTOS / AMOR / BESOS,,,,,
No sabrás todo lo que valgo hasta que no pueda ser junto a ti todo lo que soy.,Gregorio Marañón (1887-1960) Médico y escritor español.,SENTIMIENTOS / AMOR,,,,,
Un hombre puede ser feliz con cualquier mujer mientras que no la ame.,Oscar Wilde (1854-1900) Dramaturgo y novelista irlandés.,SENTIMIENTOS / FELICIDAD,,,,,
Nuestra amistad no depende de cosas como el espacio y el tiempo.,Richard Bach (1936-?) Escritor y aviador estadounidense.,SENTIMIENTOS / AMISTAD,,,,,
"Callando es como se aprende a oír; oyendo es como se aprende a hablar; y luego, hablando se aprende a callar.",Diógenes Laercio (S. III AC-?) Historiador griego.,CUALIDADES / DISCRECIÓN,,,,,
"Ayuda a tus semejantes a levantar su carga, pero no te consideres obligado a llevársela.",Pitágoras de Samos (582 AC-497 AC) Filósofo y matemático griego.,MISCELÁNEA / AYUDAR,,,,,
"Si no actúas como piensas, vas a terminar pensando como actúas.","Blaise Pascal (1623-1662) Científico, filósofo y escritor francés.",PENSAMIENTO Y RAZÓN / PENSAMIENTO / PENSAR,,,,,
"El sabio no dice todo lo que piensa, pero siempre piensa todo lo que dice.",Aristóteles (384 AC-322 AC) Filósofo griego.,PENSAMIENTO Y RAZÓN / PENSAMIENTO / PENSAR,,,,,
¡Caer está permitido. Levantarse es obligatorio!.,Proverbio ruso,CUALIDADES / PERSEVERANCIA,,,,,
Mi felicidad consiste en que sé apreciar lo que tengo y no deseo con exceso lo que no tengo.,Leon Tolstoi (1828-1910) Escritor ruso.,SENTIMIENTOS / FELICIDAD,,,,,
"Aprendí que no se puede dar marcha atrás, que la esencia de la vida es ir hacia adelante. La vida, en realidad, es una calle de sentido único.",Agatha Christie (1891-1976) Novelista inglesa.,NATURALEZA / VIDA,,,,,
La amistad no puede ir muy lejos cuando ni unos ni otros están dispuestos a perdonarse los pequeños defectos.,Jean de la Bruyere (1645-1696) Escritor francés.,SENTIMIENTOS / AMISTAD,,,,,
"A un gran corazón, ninguna ingratitud lo cierra, ninguna indiferencia lo cansa.",Leon Tolstoi (1828-1910) Escritor ruso.,SENTIMIENTOS / AMOR / CORAZÓN,,,,,
La risa es el sol que ahuyenta el invierno del rostro humano.,Victor Hugo (1802-1885) Novelista francés.,SENTIMIENTOS / RISA,,,,,
"La vida no se ha hecho para comprenderla, sino para vivirla.",George Santayana (1863-1952) Filósofo y escritor español.,NATURALEZA / VIDA,,,,,
"Si lloras por haber perdido el sol, las lágrimas no te dejarán ver las estrellas.",Rabindranath Tagore (1861-1941) Filósofo y escritor indio.,MISCELÁNEA / LLORAR,,,,,
"El primer beso es mágico, el segundo íntimo, el tercero rutinario.",Raymond Chandler (1888-1959) Escritor estadounidense de novela policiaca.,SENTIMIENTOS / AMOR / BESOS,,,,,
"Las mujeres han sido hechas para ser amadas, no para ser comprendidas.",Oscar Wilde (1854-1900) Dramaturgo y novelista irlandés.,SOCIEDAD / MUJERES,,,,,
Es prudente no fiarse por entero de quienes nos han engañado una vez.,René Descartes (1596-1650) Filósofo y matemático francés.,CUALIDADES / PRUDENCIA,,,,,
"Los besos son como pepitas de oro o de plata, halladas en tierra y sin un gran valor, pero preciosas porque revelan que cerca hay una mina.",George Villiers (1592-1628) Duque de Buckingham. Político inglés.,SENTIMIENTOS / AMOR / BESOS,,,,,
Cuando alguien desea algo debe saber que corre riesgos y por eso la vida vale la pena.,Paulo Coelho (1947-?) Escritor brasileño.,PENSAMIENTO Y RAZÓN / DESEO,,,,,
"La suprema felicidad de la vida es saber que eres amado por ti mismo o, más exactamente, a pesar de ti mismo.",Victor Hugo (1802-1885) Novelista francés.,SENTIMIENTOS / FELICIDAD,,,,,
La felicidad es la certeza de no sentirse perdido.,Jorge Bucay (1949-?) Escritor y psicoterapeuta argentino.,SENTIMIENTOS / FELICIDAD,,,,,
"Nos equivocamos a menudo en el amor, a menudo herido, a menudo infeliz, pero soy yo quien vivió, y no un ser ficticio, creado por mi orgullo.",George Sand (1804-1876) Escritora francesa.,SENTIMIENTOS / AMOR / DESENGAÑOS AMOROSOS,,,,,
No hay nostalgia peor que añorar lo que nunca jamás sucedió.,Joaquín Sabina (1949-?) Cantautor y poeta español.,SENTIMIENTOS / NOSTALGIA,,,,,
La peor de las prisiones sería un corazón cerrado y endurecido.,Juan Pablo II (1920-2005) Papa de la iglesia católica.,SENTIMIENTOS / AMOR / CORAZÓN,,,,,
"Si ayudo a una sola persona a tener esperanza, no habré vivido en vano.",Martin Luther King (1929-1968) Religioso estadounidense.,SENTIMIENTOS / ESPERANZA,,,,,
"Procuro ser siempre muy puntual, pues he observado que los defectos de una persona se reflejan muy vivamente en la memoria de quien la espera.",Nicolas Boileau (1636-1711) Poeta y crítico literario francés.,CUALIDADES / PUNTUALIDAD,,,,,
"El corazón humano es un instrumento de muchas cuerdas; el perfecto conocedor de los hombres las sabe hacer vibrar todas, como un buen músico.",Charles Dickens (1812-1870) Escritor y novelista inglés.,SENTIMIENTOS / AMOR / CORAZÓN,,,,,
"La política es el arte de buscar problemas, encontrarlos, hacer un diagnóstico falso y aplicar después los remedios equivocados.",Groucho Marx (1890-1977) Actor estadounidense.,SOCIEDAD / POLÍTICA,,,,,
"Todos los problemas tienen la misma raíz: el miedo, que desaparece gracias al amor; pero el amor nos da miedo.",Anónimo,SENTIMIENTOS / AMOR,,,,,
"Hay que ser infiel, pero nunca desleal.",Gabriel García Márquez (1927-2014) Escritor colombiano.,SENTIMIENTOS / AMOR / INFIDELIDAD,,,,,
Mira dos veces para ver lo justo. No mires más que una vez para ver lo bello.,Henry F. Amiel (1821-1881) Escritor suizo.,CUALIDADES / BELLEZA,,,,,
"Dime y lo olvido, enséñame y lo recuerdo, involúcrame y lo aprendo.",Benjamin Franklin (1706-1790) Estadista y científico estadounidense.,SOCIEDAD / EDUCACIÓN / APRENDER,,,,,
Nuestra recompensa se encuentra en el esfuerzo y no en el resultado. Un esfuerzo total es una victoria completa.,Mahatma Gandhi (1869-1948) Político y pensador indio.,CUALIDADES / ESFUERZO,,,,,
"Buscamos la felicidad, pero sin saber dónde, como los borrachos buscan su casa, sabiendo que tienen una.",Voltaire (1694-1778) Filósofo y escritor francés.,SENTIMIENTOS / FELICIDAD,,,,,
"Si has construido castillos en el aire, tu trabajo no se pierde; ahora coloca las bases debajo de ellos.","Henry David Thoreau (1817-1862) Escritor, poeta y pensador.",PENSAMIENTO Y RAZÓN / SUEÑOS,,,,,
"La soledad se admira y desea cuando no se sufre, pero la necesidad humana de compartir cosas es evidente.",Carmen Martín Gaite (1925-2000) Novelista española,SENTIMIENTOS / SOLEDAD,,,,,
"El sabio puede sentarse en un hormiguero, pero sólo el necio se queda sentado en él.",Proverbio chino,CUALIDADES / SABIDURÍA,,,,,
El tiempo es el mejor autor: siempre encuentra un final perfecto.,Charles Chaplin (1889-1977) Actor y director británico.,TIEMPO,,,,,
"El éxito consiste en obtener lo que se desea. La felicidad, en disfrutar lo que se obtiene.",Emerson (1803-1882) Poeta y pensador estadounidense.,MISCELÁNEA / ÉXITO,,,,,
"Cada uno de los movimientos de todos los individuos se realizan por tres únicas razones: por honor, por dinero o por amor.",Napoleón I (1769-1821) Napoleón Bonaparte. Emperador francés.,MISCELÁNEA / ACCIÓN,,,,,
"Yo no hablo de venganzas ni perdones, el olvido es la única venganza y el único perdón.",Jorge Luis Borges (1899-1986) Escritor argentino.,SENTIMIENTOS / VENGANZA,,,,,
"Hay una fuerza motriz más poderosa que el vapor, la electricidad y la energía atómica: la voluntad.",Albert Einstein (1879-1955) Científico alemán nacionalizado estadounidense.,CUALIDADES / VOLUNTAD,,,,,
"Cuando los que mandan pierden la vergüenza, los que obedecen pierden el respeto.",Cardenal de Retz (1613-1679) Político y memorialista francés.,CUALIDADES / REBELDÍA,,,,,
"Así como una jornada bien empleada produce un dulce sueño, así una vida bien usada causa una dulce muerte.","Leonardo Da Vinci (1452-1519) Pintor, escultor e inventor italiano.",NATURALEZA / MUERTE,,,,,
"El amigo leal se ríe con tus chistes, aunque no sean tan buenos, y se conduele de tus problemas aunque no sean tan graves.",Arnold H. Glasow,SENTIMIENTOS / AMISTAD,,,,,
